"His policies on gay marriage and I would like him to get his full term so all his policies can come into fruition while he is in office","","","His financial policy social policies","they are smart convincing","","They belive in self reliance and i honestly think they are patriotic","they dont seem like they have empathy they re not sensetive to all the population"
"HE HELPS THE MIDDLES CLASS","","","","THEY ARE FOR THE LOWER CLASS AND THE ELDERLY","","","THEY DONT WANT TO NEGOTIATE AND COME TOGETHER WITH THE dEMOCRATS"
"Beaus I like him He s trying to clean up Bush s mess no","","","","","","",""
"He has a great vision for the American people He s for the American people He wants to help American to help people get jobs and he s a man of substance and granduer I m proud to have khim as our President He s articulate and when he speaks he says thing that speak to me no","","","The man is rich he wants the rich to get richer Our people our struggling He wants to give tax cuts to millionaires These people can wipe their asses with money You d think there is job security but there s not He s not the person for me he s an idiot no","","","",""
"I think 4 years is not enough no","","","","","The Obamacare thing Dont like the whole idea","","I don t like the fact that they try to lower the taxes for the upper class people no"
"I like the way he is taking the country in health schools medicade jobs Taxes Those major points no","","","","I like the way they are handling the country Economic healthcare and jobs no","","","Im not sure about the plan they have for the country"
"","I think he is leading us down the garden path to destruction","","","","","","They seem to be more for the rich people than the poor people no"
"","I believe he is good man I don t think he is a bad man I think he would make a good mayor or governor I think he is squirley I understand the black pride in his presidency Do you remember Kennedy I don t like the healthcare policy We can t afford it but we are in the position we have to pay the 600 and we don t have it and I think that is most people","His stand on abortion and when he was governor in MA I liked his policies He s a businessman I think that is what we need","","","Sense of entitlement and they lean towards unions teachers unions I think that s what they lean toward I don t think people in this courntry know what it is to be hungry My REDACTED RELATIVE had REDACTED DETAILS CHILDREN AND REDACTED DETAILS We were happy Nowadays we would havebeen taken to foster homes and had money thrown at programs like that","They probably lean toward my views on healthcare abortion economics I am from the 60 s and we need jobs","Sometimes there are a few and these dumb asses and the things they say"
"He has gotten rid of lobbyists and my food stamps went down Rent went up and","I think the giving citizenship to a million aliens and its ok to give","For the most part we are ready for a new idea something that will work for us I don t like the deficit has tripled and I don t like the immigrants or and","","They have the ability with the right candidate they have the ability to do something for the poor and working class If you have a great candidate","They can lliterraly give away the store If you got half doing things to stop the illegal immigrants and then your candidate does the opposite thing","THey have the ablility to get it done and cross the aisle ROmney can cross the aisle and the people in between","When you get a man that is corrupt they have the power to do real nasty things When you have an honest candidate There not in the game they are just sitting on their pocketbooks"
"I think he is more for the poor people like myself Hes trying to make peace around the world and he s trying to help you know what I m saying no","","","","","","I gguess they are stronger on different issues i believe I mean like on the immigrant thing they might be tougher Like they say this how long can it be going on",""
"Well I think he s honest Well he is doing a good job as President and he deserves a second term","","","I m Democrat I don t vote Republican","They are for all people No","","","They don t seem to care too much about the people They are mostly for the rich Well they don t seem to care about the people No"
"","","","","How they set up and talk to each other no","","",""
"I think that it takes longer than 4 years to accomplish anything in that job Especially when the last year is spent getting ready for the next election no","","","He was governor of MA for awhile I think the health care law we have here is ok in MA but it baffles me why it is not good enough now And things he has said about women And the 47 percent thing made me a bit crazy NO","I feel it is more inclusive than the Republican party The gay rights Healthcare or Obamacare Trying to get something passed that takes care of all the little people no","","","They dont feel warm and Fussy or inclusive I feel there are people with money that can t relate to the everyday regular people"
"He has everything he thinks bout poputation and society He thinks about us and he is a very smart man and has good thinking","If he changes his mind and doensnt do what he says and then I would vote agaainst him I go with Obama for now","","I don t like the way he thinks He doesn t go according to what we need Just different He was talking about taxes Obama was talking about rich people paying more taxes and not poor people Romney talkes about poor people on food stamps and he thinks disabled people or other poor people should get a job and they can t Romney thinks whoever is poor is going to stay poor and the rich are going to stay rich","","","",""
"The Healthcare Even though you re sick you still have the right to go to the hospital and get treated Even if you have no money they will treat you","","","I think he is for people who already have money and won t help the lower class","I mostly think they are fighting for what is right","","",""
"I think he deserves another chance no","","","He said he is going to cut the taxes on the rich no","","","",""
"He showed progress over the years Not much but some and good foreign policy too He helped alot in the private sector in themedical sector and he s lowered unemployment tax benefits for householders it s been talked about","He wants to bring jobs that have been outsoursed back here I don t think that will help He should be focused on the green and environmental jobs solar power etc no","","He s not detailed or specific He did not really explain how he would balance the budget or change entitilements no","","SOme of their social issues that most of them share Abortion no","Their ideals on social issues Abortion They re are fiscal conservatives Some of them no","They re ability to cooperate with the President The healthcare thing really got out of hand for osomething that should have been simple np"
"I think he cares more about people more about poor people and give them food stamps","","","","","","",""
"Seems like he s trying to make change Trying to create more jobs which is good no","The whole healthcare thing The whole thing it just doesn t seem right","","","They fight for people that don have too much money no","The whole healthcare thing I don t like where they are going with that no","","I don t like how they are not worried about the working people and how they whole worrying about the wealthy and not aobu the middle class and working people no"
"When he first started he was talking about change about taxes and cheaper gas and property taxes would go down","","","","","","",""
"What he is trying to do to boost the economy and get more jobs available And the President talks on the insurance thing he is trying to get passed the health insurance no","","","I don t really like his campaign program Like his idea about health insurance His idea about international politics no","I like the Party because they way they do polictics is more favorable of the working class More about the poor and they care more about the poor class They care more about domestic politics no","The only thing I don t like is the money they are spending on war Afghanistan no","","The way do politics Because they look they care about high society than the working class and poor people And for me it looks like everytime there is a problem they look for foreign problems instead of internal domestic problems no"
"The way he presents his image not what hes doing or what he done no","Maybe someone else can do better no","He knows alot about the economy","He don t relate to people like me that get up early","The fact they let me and my father in this country","","They are a little more strict on things that are good for America","Some of the rules and views The Democratic enforces some laws and the Republicans protect the 2nd Amendment"
"He has good things to say about the country and other countries I don t get into politics much","","","","","","",""
"I like his stand on healthcare It might it easier for individuals to get healthcare I have smoke allergies and he has proposals to ban smoking He has more meaningful approaches to Americans","","","He is making getting healthcare difficult whereas Obama administration seems to make it more possible He seems to want to keep feeding the industrial military complex and I dont thinkthat is the healthy way to make money and he wants to send jobs overseas","They try to give more opportunities to people","They could be more responsive to their constituents Just in that not really sure","","They seem to want to have a less equitable society"
"","Social Issues Abortion and Gay marriage","His stand on abortion and gay marriage and his business background","Trickle down tax cuts are silly because they lack accountability","Their care for the poor","They don t fit my moral views","They fit my moral views abortion gay marriage","Their economic focus pro war attitude"
"","","Making the economy better more jobs and better for college students","","","","",""
"I agree with his economic policies than I do Mitt Romney His speaking in person convinced me I like his equal access to the American Dream","Treatment of political whistlblowers and his stand on lack of due process with war criminals","","His tax plan does not make any sense His stance on abortion gay and woman issues make me ot want to vote for him","Commitment to improving lifestyle of everyone not just the well off","Labor Unions have more influence with them lack of willingness to reform medicare welfare and social programs","Favor economic policies","Any of their role in social programs woman s rights gay rights"
"","","","","","","",""
"","His stand on Abortion","Mostly just because Iam Catholic andI do not support abortion","","","There stand on Abortion","There stand on the Abortion issue",""
"","","He is from Michigan","","","","","The war in Afghanistan"
"He shares my values about healthcare and woman s rights He is more fiscally responsible and has handled foriegn affairs more effectively","","","I believe he has objectives to make wealthy wealthier woman s issues doesnot care about middle class He is disrespectful of presidency and thinks he can buy his way in","That is where my values are it s how I was raised Woman s issues championing the middle and impoverished classes anti war hawks","Does not do a good enough job of explaining how they stand to the American people More reactionary than proactive","","The bogotry the racism lack of compassion for middle and poor classes The way they have behaved the last 3 years putting party over people is reprehensible"
"He is pro choice","","","He is not pro choice","Pro choice platform equal pay for equal work woman s rights","Too much disagreement in the party President not able to get agendas through","","Lack of pro choice platform health care agenda lack of very hawkish views Economic platform"
"","The results from the past four years have not been great economy and we are in debt to much he seems to be putting us more in debt","I like how he will handle the country I don t believe he is about money I liked his father and believe he will be best for the country","No","","They always say the Republicans are wealthy I wish they would stop talking about one another and do something for the country","",""
"","PAST EXPERIENCE AND ABORTION STANCE","BETTER ECONOMIC PLAN","","","HEALTHCARE","",""
"","","","","","","",""
"","","","","LIKE THAT THEY ARE POR CHOICE","","","NOT PRO CHOICE FOR WOMEN"
"That he is a democrat and they tend to put more noney into education social socurity and he is behind the auto inducstry","","","They tend to favor the rich x they take care of the corporations and the democrats take care of the workers","they tend to put their money behind social programs and unions","I m not to cool on the tree hugging stuff global warming and all of that","","they just se3emto always favor the really richx"
"","he said he was going to get us out the war in six months and he got us in a second war","i dont think he will put us in war again","","","they spend all the money","there more conserative of spending money the taxpayers dollars",""
"","HE KEEPS GETTING IN TROUBLE","","","THERE FOR THE PEOPLE","","",""
"HIS MOTIVATION AND HE IS VERY PASSIONATE IN WHAT HE BELIEVES IN LIKE HEALTHCARE ASPECT","TOWARDS THE MILITARY END AND DECISION MAKING THERE ARE A LOT OF GRAY AREAS THAT THEY DONT LET ON AND MISINFORM US THEY SHOULD CLUE PEOPLE IN SOMEWHAT AND BE TRUTHFUL ABOUT WHAT IS GOING ON IN THE MILITARY PEOPLE SHOULD KNOW THINGS THAT ARE GOING ON IN THE MILITARY","LIKE HIS BUDGET PLAN HE HAS PROVEN HISMELF IN A BUSINESS ASPECT IN EVERY STATE WITH THE SCHOOL SYSTEMS IN THE STATE HE LIVE IN HAS IMPROVED","I DONT THINK THAT WE WILL BE CLUED IN WITH REGARDS TO THE MILITARY I DONT THINK THAT I CAN TRUST HIM IN IS DECISION MAKING SKILLS BECAUSE HE DO NOT HAVE ANY EXPERIENCE IN IT","ITS MORE GEARED TOWARD THE WORKING AND MIDDLE CLASS I WORK AND AM A REDACTED JOB TITLE AND IT IS MORE FOR US","SOMETIMES I THINK THAT THEY DONT STICK UP FOR WHAT THEY BELIEVE IN I THINK THAT THEY GET PUSHED AROUND AND DONT STAND UP TO THE REPUBLICANS","I BELIEVE THAT THEY HAVE BETTER IDEAS ABOUT BALANCING THE BUDGET THEY HAVE BETTER VIEWS ON HOW TO KEEP THE ECOMONY GOING THOSE VIEWS WOULD BE JOBS IN OUR COUNTRY THEY DONT OUTSOURCE AS MUCH AS DEMOCRATS THEY PROTECT JOBS HERE BEFORE THEY GIVE IT TO OTHERS THEY TAKE CARE OF THEIR OWN FIRST WITH JOBS TOO MUCH EVERY IS MADE FROM OTHER STATES","I DONT LIKE THEY WAY THEY HANDLE TAXES ALOT OF THEIR VIEWS HURT THE MIDDLE AND LOWER CLASS SUCH AS LUXURY TAXES AND ESTATE TAXES THEY LIKE TO DOUBLE TAX THEY HAVENT WANTED TO CUT THAT OUT"
"","his foreign policy the obama healthcare his deficit reduction plan is not realistic his tax break stragety for middle class it is not realistic","his deficit reduction plan tax breaks for middle class his healthcare and social security standpoint","his foreign policy his views on church and state like abortions and stuff like that","they seem to be on the same page when voting on issues that they are proposing","items that they propose and vote on dont reflect the views of decomratics that i know they are too withdrawn from everyday democrats they have their own agenda","there views on gun control policies they are more strigient on protecting therights of the constitution they are more cut and dry","they do not work well as a unit to much interparty fighting it takes too long for things to pass their to much influence from lobbist"
"","HE SUCKS HE GOT A BAD ATTITUDE I THINK HE IS RUNNING THE COUNTRY INTO THE GROUND HE SPEND TOO MUCH","I THINK HE GOT A BETTER PLAN I LIKE THE WAY HE IS GOING TO REDO HEALTH INSURANCE HE GOT A BETTER ATTITUDE","","","EVERYTHING SUCH AS THEIR ATTITUDES AND THEIR MOUTH NO FURTHER EXPLANATION WAS GIVEN","I LIKE THEIR VALUES NO FURTHER EXPLANATION THEY ARE MORE DOWN TO EARTH AND THEY WILL HELP THE PEOPLE MORE",""
"hes got a hot wife sound of mind bill clinton the best president we ever had is voting for him Hes not in any type of scandal and is the perfect president for us now","","","Everything","They are for the people","","",""
"If I were voting I d vote for him He trying to do for us but the senate is fighting If Romney gets in we are in trouble The respondent said more but the computer was having problems There are so many political crooks","","","Everything he a damn crook like the rest of them He talks in circles","","","",""
"he helps the middle class and supports education","","","I am a student and he is against grants and support for students","","","",""
"","I think some things are necessary but i have questions about obama care and the constitution and marriage an abortion","His views on abortion and marriage","I question his stand on people in middle and lower class","They do express a concern for the poor and working class","There physiolophy make people more dependent on the govy","I feel they are directed toward people becoming independent and self sufficient","I am concerned that they are more interested in the rich"
"","","","He is more for big money after the people that have money","","","","They normally favor the richer people"
"I like that he is for middle ckass ppl","","","m","Both householders are for the union and democrates are for unions If Barack would not have gave relief to the auto industry my husband wouldn t be working","","","Enpty promises and they are not for the middle class That is pretty much it"
"Well I just like the fact that He s not just a black president he s white and he understands both sides of the coin I believe he s sincere I love his relationship with his family If he were single I d go after him","","","He s a rich elitess He was a bully at Cranbrook Academy","Their compassion for indigents Its the democtactic party that started social security and under Bill Clinton the family leave act They are far more compassionate to indigents I don t mind paying income taxes","","","They want want to tell me how to run my life they want to push their idea of God and Family on me I know about my own god and family Yes they want to regulate things that go on behind closed doors Keep your nose iout of my business As long as I am not hurting anybody"
"he is a democrate","","","he is a republican","they are for people like me","","","the way they are"
"to see what he is going to do next","","","he seems arrogant","","","",""
"The health care law I agree with his politics In general I agree with his agenda no","He hasn t been strong enough in standing up against the opposition no","","He is favoring the rich He will make it easier for the rich He says his job is not to serve them He is an elitist He is out of touch with the common man I don t think he is as conservative as he says He is pushing anti gay marriage and anti abortion Wants to reverese the health care plan no","They focus on providing services for those in need They are more focused in providing services They support social security I am pro life but feel abortion has to be offered because the alternative is pretty scary doing it yourself no","They are probably very wasteful and should cut back in some areas no","They might make the government less wasteful no","They pander to the religious right Are becoming way too conservative I admire John McCain but not Sarah Palin and shows he can reach across the isle They do not want to compromise They rope in people who are religious but those people don t realize they are being pandered to no"
"I think he has the right ideas of what we need to do He just needs bi partisan support I think he is on the right track with a lot of things but just needs more time I could give you more items if I had a list of the issues I would like to see the people at the upper level to pay the same rate of taxes as the lower income people no","","He seems like a nice guy no","His positions on the economy I don t like his views on entitlement programs The way he plans to balance the budget I don t like his taxing policies He wants to cut entitlement programs even though he says he doesn t He wants to keep the upper income taxes at the lower rates He wants to keep the taxing rate for investment income at such a low rate I don t like that he keeps his money overseas When he was in business he outsourced jobs no","Their views on social issues match mine Same sex marriage Helping the disenfranchized Wanting everybody to succeed no","","","I feel they are responsible for a lot of the breakdown in congress They are very uncooperative I don t like the fact that they all take that don t tax pledge no"
"Of the two candidates in this and the last election he is the best candidate In regards to foreign policy Although many people have died great mischief has occured than if a Republican had been elected Obama seems to be quite different in a positive way than any Republican candiate He is a very persuasive and believable public speaker no","","","He has provided no solutions to the economic and social problems we are faced with He discredits Obama but provides no solutions in their place His political speaches are unpersuasive He seems very reluctant to release his tax records no","As candidates they support issues that help those less fortunate no","They don t seem to have any solution to our fiscal problems no","The talk about less spending Unfortunately that is all I can think good about the Republicans no","Their candidates seem to be more party loyal rather than issue oriented no"
"i think he is a very intelligent person he is liberal i like everything about him no","","","everything i don t listen to him and what he says as my tv does not work i don t know much about him no","they are liberal in most cases i like the unions i like the health plan they are more responsive to the middle and lower classes they are sensitive to people of other races no","i don t like people who are conservative in the democratic party i don t know that much more about them no","","they favor the rich people they are racist i don t like the tea party no"
"He s done the best job he can I like that he s a good family man no","Because of rumors and is he really an American citizen I think that bothers me the most","","","","","",""
"Because he s Democrat I like the fact that he is African American and I do think that he is trying to work for the middle class Also don t know exactly the going on but he s from the outside looking in he s done a lot of good","","","That he might not have his finger on the middle class or lower class","","","","It seems to favor the rich or the wealthy or the better off tha s it"
"I generally vote for democratic cantidates and he is of that party I think he is an intelligent decison maker that s important to me he also understands middle class values and needs which is important to me no","","","I actually feel he does not relate well to the entirety of the US but only to a few I also do not think he has enough experience for the job I can t stand the comment they have been playing today about how he doesn t stand for the 47 percent of the people I also don t care for his running mate no","I would say they are strong supporters of education which is the industry I work in Strong support for social agencies as well as the arts no","","","I thinik the biggest thing is the high level of partizanship they constantly display I don t like it that they constantly want to cut programs They act too frequently in the interests of wealthy Americans"
"He seems like he ll continue to be the people President looking out for me the poor people Hopefully keeping his word and bringing the solidiers home this a big thing for us No more war for awhile","The economy is not moving as fast as he said and it s pretty much the same as it was four years ago","first of all he knows alot about the economy how to get it moving I think he has the background for it He had great ideas how to get the money thing flowing that s a big deal for us","He doesn t seem like he s really into people like us the poor people","First of all they seem can identify with people more so of color with their struggles not as quick to want to run into war start wars and then the plain old simple it s a family tradition","","Seems to have a more Christian based belief which we are and they believe big government is too much","Sometimes they don t seem in touch with poor people people extremely at the proverty level and don t know what those people are going through"
"I like his demeanor his calmness I haven t liked all his decisions but have liked things like don t ask don t tell I like the fact that he s not against gay marriage the union stuff I m bad with politics I haven t been embarassed over him in the last 4 years I thnink he s been an outstanding person honest and calm has integrity and has more understanding of the 1 percent He doesn t seem that he s catering to just one particular group","","","There s nothing about him that sits wel with me His taped conversation belittling people in the US his stance on gay marriage his stance on women s rights bothers me I have eyet to figure out what his deal is with the budget","I like that it seems to be more people based vs corporation based I m sure they all get their funding toward different corporations They seem to be friendlier toward average Joe More for certain civial human rights","","I like the politicians that the Republicans that are more middle ground I guess I don t know enough about the party","I don t like the ones that are going way far to the right that seem to get into the news by opening their mouths about wonen s rights or gay rights I don t understand their economics their idea of giving more to the people at the top that it s going to trickle down because I haven t seen that happen I can see why small business owners like Republicans Just being an employee and not a business owner haven t seen that trickle down work Or the black and whiteness of alot of topiocs no shades of gray and one way or the other and I ve never seen life that way"
"He has a lot of integrity He is the lesser of the two evils His foreign policy That he is trying to improve our position in the world as compared to getting along with Dictators He s trying to make us the good guys again no","He hasn t done as much as he possibly could in his 4 years no","","I m very anti GOP I don t like anything they stand for or approve of their agenda no","They are really trying to make things better for everybody They support social programs that I like Education Arts no","Only that they are one of the two parties to choose from I would prefer other choices no","","The key thing is that they use issues of morality to get simpler people behind their agenda which is not moral at all Their whole agenda is to make the very rich even richer and the rest of us even poorer no"
"He s been there 4 years and can make more progress in 4 more no","","","His comments and perspectives his position on health care I don t trust him no","I am in favor of everything they talk about Nothing in particular but everything no","","They stick together no",""
"I believe that e struggles as we re struggling now so he s been through what we re going thru as the middle class he can relate better","","","I like the candidate that is running against him so that would make me not vote for him Also I don t get the feel that Mitt doesn t feel what we ve gone thru I don t get that sense that he recognizes that","The Democratic party most of them seem to be down to earth normal people and I like that It makes me feel that there is someone you can greet rather than have to stand in line Like REDACTED NAMES they are down to earth people","","",""
"he is the lesser of two evils and is in better in touch with the people in regards to Mitt Romney who is capitalistic and out of touch with what is going on They are both liers but he has done more than Mitt Romney if he were to be elected but both do not have our interests in mind but serve their own interests and answer to corporation no","the exact same reasons he continues to support Israel did not close Guantanamo did not implement universal health care no","","he is homophobic against women s rights classist racists sexist big money corporation capitalist so far removed from the everyday struggles of everyday americans elitist so is Obama I think that s it for now no","i believe they want to see everyone do well they want to see everyone covered with health care with education they want to see more financial aid given to students no","they are run by big business and corporations its broad no","","they want to basically keep they support free market so they support big business they support tax breaks for the rich they support cutting funding and programs for less fortunate people and the middle class people below the poverty line they support privatization of everything education healthcare they are religious fanatics intollerant very intollerant policies no"
"type of leader that he is and type of person he is and the job he s done so far","","","he doesn t care about everyone in the country","it feels that they care for everyone in the country and want everyone to be successful","","","I feel that they don t care about everyone in the country that they want certain people to succeed that they don t care for minorities or people who are less than"
"I like what he stands for He is doing what he can in areas that are important to me no","","","","Health care Taxes on the middle class Social Security They are working on how to save Social Security Medicare no","","","They are not looking at the middle class Taxes We are taxed the most The richer get more tax breaks than we do no"
"","","","","","","",""
"He still needs another term to finish what he started it can t be done overnight still cleaning up Bush healthcare program that is started financial aid made more efficient the money for different groups of occupatoions to give us a boost","","","Everything his whole the way he is thinking about handling social security policies and medicare policies he was talking about college funds and financial aid talking about basically decreasing teh way we receive financial aid for post secondary","their determination to help others who are less fortunate","","Understand about national debt and how we re going to pay back all the money we re borrowing","I hate how they re always bringing tax cuts and it s a personal battle now It used to be about the actual issues now it s more like a pissing contest very selfish"
"","","","refused","I think that they are more for poor people alt of things that need to be done as far as with the poor the Democratics","","","No comment"
"He got everybody medical He is for everybody He s made a difference with the mess he inherited He s black the same color I am no","","","Some of the things that come out of his mouth He made a statement that hurt him talking about us black folks in general which did not set too well I don t think he s right for the Presidency right now He wants to take away the medical and cut stuff in half He s for the rich no","They are more for the people Their policies are for us They do a lot of things in favor of the minority people no","When they don t vote with Obama and I think he is right no","","They put themselves for the rich folks no"
"Healthcare doing better wheat","","","what he want to do wais the Meeting","away been a democrat more favorable","","",""
"","I don t agree with him I am pro life I believe marriage is between a man and a woman I am a small business owner His positions are different from those of the Republicans no","Republican He is not Barak Obama no","His stance some issues are the same as Obama s no","","too liberal their stand on gay marriage they have much more help on their side from the liberal media their stand on gun rights their stand on abortion I am not a of the healthcare law that was passed no","Conservative points religion based issues pro life institution of marriage gun rights no","the politics of it but not any specific issues no"
"needs chance to finch what he has den","","","","","","",""
"","i don t think he is experienced enough i would prefer a different democrat i like to see politicians get out and be with the poor get out and be with those who help you no","","he is so wealthy he doesn t know about us poor people he does not seem to care about people like us he only cares about rich people i don t really know a lot about him it s feed the rich and rob the poor no","They help the poor people a little more than the Republican party at least it seems that way no","","","they are for the wealthy and always have been just basically they are for the wealthy and there are many more poor people no"
"He seems to be doing OK right now I don t have any strong complaints His position on some issuses His position on medicare and taxes no","The taxes on medicare This really turned me off He tried to have it both ways no","","Taxes Raising the taxes of the middle class Also medicare His plan is to reduce or change medicare no","They want to distribute taxes more evenly Usually they care more about the middle and lower classes no","Some of the people they run don t represent the party very well Their policies are not thought through carefully no","The people they choose to run are respectful no","Growing up we ve always heard they are for the wealthy Romney says he is only in favor of 53 percent of the people They are not for the poorer people no"
"The ability he has had in increasing our jobs I think he has been doing a good job with that no","","","His tax breaks for the more wealthy no","","","",""
"","His policies on everything","","","","fact that they can t get anything done","","the fact that they can t get anything done"
"","There is no proof he has delivered on his promises I don t think he believes in God The blacks in this country have everything given to them while the rest of us have to work for what we get They get preferential treatment over whites I am not against black people but this is what I see happening no","His wife I think she has a lot of common sense behind her He has a religious background no","I think both candidates are stuck on themselves no","","The President Nancy Pelosi no","They used to be a better party no","Just wish they had better candidates no"
"His personality He has great charisma He s a natural He won me over He s a good family man He loves his family I would very dissapointed to find out he had an affair He seems honest no","","","I don t like how he looks I don t like his personality He s just a rich kid His views He s pro life and I m pro choice He put his dog on top of his car no","They are more for the middle class More for the common person no","They want to help the illegals too much They give to many perks to them They want to give them what others had to work for We should not be helping people who come here illegally to pay for their medical expenses The laws do not seem to applyto them They drive around without driver s liscenses and nothing is done The illegals keep using their latin driver s liscenses and nothing is done They should crack down and send them home We spend a lot of money on illegals including keeping them in our jails no","","I don t like their candidate I don t like how they are always trying to help the rich instead of the middle class no"
"Everything hes for the middle class I like what he has already accomplished while he has been president No","","","Hes for the rich people hes not for the middle class I just don t like him Why wouldnt he show his tax returns besides two of them No","They are for the working middle class No","","","They re for the rich folks not for the working class No"
"He is pretty good with public affairs I like his stance on public affairs He is good at interviews good representation for lower to middle class No","","His party affiliation No","","I like the kind of helping attitude for lower to middle class that the Democratic party has I agree with some of their ideas on foreign policy I also appreciate the gentler approach that they have I think thats just situational No","I disagree with the democratic party s income tax I disagree with their whole tax method I disagree with their representation of church and state and their kind of nonchalant attitude in a place of power where it shouldn t be No","I like the church and state balance with the Republican Party the somewhat personal views that they have and their tax ideas I guess more of a protect our own more aggressive with international affairs No","Steady competition to do the exact opposite of what the democratic party is doing Seems more like a spite thing than to do what is for the better good No"
"","100 percent of what he does Liar Personally think hes a fraud I think hes a socialist I think hes a Muslim Yea but thats enough I dont care if hes black or not so that is not a racist statement Doesnt have the experience to be president No","Hes a Mormon hes a successful business man hel looks presidential somebody I could be proud of to run this country which is contrary to the one thats there noww I like his platform I especcialy like his stand on illegal immigrants its the law of the land Voter identification law passed in MS No","","","Too liberal That covers it no","Conservative values no","Too complacent We need term limits that goes along with complacenzy No"
"","His attitude mostly he thinks hes smarter than anyone else NO","Hes a self made businessman No","","","I don t like when they don t tell you the truth No","They are more fair people No",""
"","","","","","","",""
"","Hes against the NRA I believe that everyone should be able to have a gun in the house thats about the biggest thing right now No","He is for gun owners It is really important to me that everyone to have a gun if they want one I am against people using them in the streets No","","","Gun control is the only thing I can think of right now No","They don t say anything bad about people keeping guns Except the people who are doing stuff theyre not supposed to No",""
"","","","","","","",""
"","I won t vote for him because of the way things are right now Employment and wages are not going up No","I like that he is a Mormon I have been listening to him and I like him I listen to him and not Obama No","","","","What they believe in maybe What they can do they are more for improvement than against it No",""
"","Status of the economy Borderline of being in a depression That hes liberal Im more of an Independent No","He has a business mind That he is conservative I think he is more experienced than Obama I think he is a little more concerned about the people than he is politics No","","That some are conservative Democrats No","Too liberal Thats probably it No","That their conservatives They are more supportive of our military than the Democrats are They are a little more bi partisan than Democrats No","In some cases they may be too conservative No"
"","His name number 1 it is not American He had no histroy suppporting his ability to be a public or national leader His actions dont back up his words He ran on a platform that promoted nothing but change nothing to back it up the media worked bery hard dto get him elected He shows disdain for the middle class He shas a distance from them No","He s a successful business man hes a philanthropist He s a Christian he believes in God not Allah He is a strong family man he just exhibits a lot of traits I think are necessary for a leader No","the only hesitation I have about him is that he is Mormon I have not seen the extreme Mormonism that is FLDS No","","that they are for this helathcare bill they re for allowing illegal immigrants to fall unt der that I dont like the tax burden that creates No","Supposedly we are conservative I work for an oil company and they tend to favor oil companies the tend to lean toward tax cuts stronger defence No","that they give in too quickly When George W was in office he worked hard to get Rep and Dems togerhter but it doesnt matter because they are going to vote on party lines and they are going to vote differently No"
"He is wanting to take us forward I believe he started a job and he needs to finish the job No","Hes dragging his feet Bill Clinton says they should be working together No","","I don t like the way he talks He ain t being honest with the American people Just don t like his plans like giving all our seniors vouchers and stuff like that He didn t admit to nothing that he s been campaigning on He left Mass in debt He is just a rich spoilt guy He puts all his money in other countries No","They try to help people They say the govt is trying to take over but there are people out here that need help No","","","They are for the rich They don t want to work with the Dem to fix the problems Both parties need to work together Romney cant show you nothing hes gonna fix At this point I dont like the Republican party because all the concentrate obn is being against Obama No"
"I like what he has already done with the US with what he was handed with","","","Refuse I d rather not answer this question","Their position on health care views on the war on the economy","","",""
"","His lack of jobs creation his foreign policy his ideas for taxing his Obamacare","His business expertise ideas on job creation his ideas on taxes policies on foreign countries","","","Their position on entitlements","Their conservative position on all issues",""
"Honesty responsible more than others","","","Dishonest","","","More truthful than Dems more intelligent",""
"Like his policies want to give a second term to finish what he started and he s a good hugger","","","Can t keep his foot out of his mouth","best Party for this country their policies are better","Sonewhat socialistic thinking 00 I don t always agree with that position","","I wish I could believe what they say and mean it 00 but I don t think they do mean what they say"
"He has a lot of integrity a lot of thethings that he said he would he did stood behind the people of Joplin during the tornado","","","Don t like his views saying stupd things Don t like his ideas taxing the middle class giving rich people tax breaks","Dems more interesed in people problems","","",""
"More for the middle class more for people on the lower totem pole","","","He s strictly the rich boy money hid overseas and hard telling what He s always saying something and then says he mispoke can t get his ducks in a row","More for the average person and they are good with health care social security","","","Just the opposite take away all our benefits they are more for the money people"
"","He doesn t do enough about keeping us safe from our foreign enemies he s too iffy about Isael too favorable about homosexuallity abortion","Like his close family ties good ideas about keeping us safe from foreign countries strong on Israel","","","They support same sex marriage they won t bend","I like the people that are their leaders I ve never been disappointed in their positions on most things",""
"","","","","","","",""
"","His Vice President candidate the debate was a good picture of him","It would be a change 0 don t know if i would be good ornot","Indecisiveness on the issues","","","",""
"His background coming from the bottom to the top","Lack of understanding why conservatives think the way they do doesn t understand the farmer in Iowa","His understanding of macroeconomics","Being very wealthy and really not undertanding what it means to be middle class","Liberal interpretation of the Constitution","The fact that they have not realized that the government cannot solve all the problems for all the people","fiscal conservativeness","Extreme religious right"
"","Duplicity attitude of putting the country down instead of advancing it Everything We just don t like him","Man of morality truthful against Obama conservative and will limit government","","","Everything promote government control and larger government involvement totally anti Christian morals","Their platform pro life pro marriage between a man and woman on the right side for Christian beliefs and rights of the church smaller government","Don t like some of the self serving Republicans that are running for office many not for the peopel"
"Very charismatic no","Obama care libberal views on marriages","more of the platform of party some othe religious anti abo rtion","","","Health cae plan liberal views on mariage","Ilike platform and support stand on corp taxes stuff on religion","Sometimes don t work well with"
"","","","","","","",""
"His stance on mgay marriage no","health care don t like his plan","His stand on abortion","","Stance on gay marrige no","","The abortion thing and how tghey feeeel about welfare no","They come off as a little too religios that s it"
