"","he didn t do what he promised","his love of his family he seems to be a christian","","","they sell us out to the highest bidder behind closed doors","",""
"","","","","","i am a republican","",""
"","he is a socialist maybe even a communist obama is atleast a socialist","romney is very conservative in priciples which is how i think of everything he is opposed to the big government controlling everything he is for individual freedom","","","yes they are for the government controlling everythig","they are for individual initiative and individual freedom","i think they could be a little more environmental friendly"
"","","","","","","",""
"","he is for abortion and i know that is wrong","he is a conservative and i was raised that way","","","","generally they are more conservative and they have beliefs that are more the same as mine",""
"it will be better for my job my employment","","","do to her job her job is a social program","","","",""
"","besides everything he has done so far idon t believe he is an american i think he is a terrorist sympathizer also the fact that he pulled our marines out of the embassy in egypt he pulled those marines out and made it so our embassy would be over run and the taliban would take over without blood shed he is selling us out we are going to have a revolution in this country right now there are veterans and we have all fought for our flag we took a oath to protect our country against all enemies foreign and domestic we would all stand and fight to protect this country again right now","quite honestly he is not barack obama and i would vote for anyone who is not barack obama basically i think romney has the interest of the people at heart though i do not think he is as strong of a canidate that we need i think he is an improvement over barack obama","","i believe they have some good party members again i believe they will not stand up against barack obama and are afraid of creating disfavor","as far as what i wouldn t like about the democratic party i think they are too concerned about spending money fullisly basically they are not concerned about spending it in the right way","i think that basically we have more sensible candidates on the republican side who have this countrys best interest in mind i can t say that for all of them but majority","in certain instances they play follow the leader instead of standing up for their own beliefs they follow the pack instead of what is right they don t express their own opinion strong enough so they don t create disfavor"
"i like his efforts towards reform toward obesity to exercise and eat more healthy","his obamacare","yes he is a strong speaker and he seems well informed about world news","the only thing lately is when he made a mistake in his comments on rape and abortion","","","",""
"","i think he intends class warfare is my main thing against him i think he is extremely liberal","i think he is a job creator i think he can reach across party lines and get people to work together","","","i feel they are to lberal","i like the conservative values they have i think they can get this country back to work and employed and that they are willing to do that","i think we could try and get along with the other party better though i believe they do a better job then the democrats"
"he is doing better thing for other people no he s doing things for people with disabilities and help older people no","","","","","i dont like that they go to different cities but they dont go back home so that older people can listen to what they say instead of looking at them on tv no","",""
"","deficit over all economy of us healthcare","his private business experience improvement in us economy due change in policies","","","the direction they are heading the deficit the national economy","hopefully a positive change in direction as it relates to the economy and national deficit","did not favor the bail out of the national financial institutions"
"","all of his philosophies regarding life and culture i disagree with re disribution of wealth think he is on a misssion to detroy our culture should have been truthful about his credentials if he has any no","yes he has experience and is successful and is aproblem solver he is generous in charity created more jobs and supported more families than obama could even think about no","","","you don t like new platform at the convention they keep people in poverty the cities that vote democratically are the poorest cities in the country their politicians keep them in poverty disagree with their position on abortion disagree with position that government should control and provide for people no","smaller federal govt primary control to the states generaly a more responsible position on welfare no","they do not communicate well the principals that make this country successful they are not responsible fiscally much more than the democrats no"
"","economic policies domestic policies foreign policies","his economic policies his business background","","","","they are more conservative pro small business not as heavy handed on regulation",""
"i think he is a good people person he is only one person and needs support or help of the congress he is doing what he can to help find jobs and the economy no","not favorable on healthcare issues and needs tro be more aggressive with other countrues on nuclear issues no","","being republican he is all about big business and against the middle class taxes can effect us greatly tax breaks or increase that favor where he comes from no","stand for the working man they try to take care of everybody no","","they have a tendency to be a little more liberal no","tgey have a tendency to represents people with money and not the majority no"
"ths fact that he has already been there and knoas the situation and has helped some no","","","he is throwing so much around using mire stuff against obama whether than say what he is going to do i just dont care for him or his way he is not telling what he wants to do more time slandering someone else no","","","",""
"he seems like he has been doing a preety good job things are about normal and the ovamacare i dont know if im with that no","the part about the medical thing i dont know how it is going to effect older people no","someone i trust talked to me about him that he is the one to cote for i have not kept up with it to much no","only if he had more than one wife no","seems like i vote more democrats than republican i generally vote for the person and not the party no","","sometimes i vote for somebodt thats republican some one i heard of or kniw more about no",""
"it s pretty much i think he s been doing a pretty good job so far i would like to see what he would come up with that s it","","","the taxes the way that he s enforcing more taxes on the middle class and the people who are more wealthy don t get as much as we do that s about it","i like that they think outside of the box abstract ways of finding solutions that s it","sometimes those solutions don t turn out as well and money can be lost no that s it","i like that the republicans are stable like they re they have this thing in mind that is set in stone already and changes don t occur as often that s about it","that changes don t occur as often as democrats that s it"
"his health care plan just i guess his previous standings on things like pro choice the fact that he doesn t want to increase the taxes for the middle class but the higher class i think also the fact that obama came he has more a sense of what the middle class and the poor need instead of romney who s always been of the priviledge class that s it","","","he wants to raise taxes for the middle class he wants to take away woman s right to choose he wants to take away government programs that help communities like mine i can t think of the area but some of his environmental measures and those are the strongest points no","i think that they have a better way of conveying what the people need and staying more i guess in the middle of things instead of far streched to what the people need no","","","i guess i can say in a way they are more favorable to the higher class and they support measures for their benefit instead of the people s that s all"
"just what he promises more jobs i need work no","","","","the way they run their party no","","",""
"he helps out for the middle class no","","","he s planning to send us back to war that s it","help out for the poor no that s it","","","the help out more for the rich and wealthy people that s it"
"","for one there were 25 million people on food stamps and now it s 47 million the national debt was 9 6 trillion and now is 16 trillion that s it it s enough","he knows how to creat jobs and i like his foreign policy views i like his strong christian character too that s it","","i like their views on abortion i like hillary clinton i wish she was running for president that s about it","their candidate barack obama i think that we ve given him four years and that s enough no","the candidates that they have running this year","their views on abortion that s basically about it"
"","the last four years of making things worse no","with his business background i think he ll do a better job at running the country that s enough he s the lesser of two evils apresident can t do anything he has to work with congress and with the senate no","","","","",""
"obamacare plan would be a good reason no","he didn t do anything for people during the past four years of his presidency that s it","","he s republican and he s pro rich that s all","","they are pro rich also and they are dishonest about being pro middle class people that s all","","i dislike everything about republicans because they re pro rich that s all"
"i think he s for the working man and i think he supports those who are not as fortunate in a monetary sense that s pretty much it","","","i jus think he has too much money and he s in it for himself that s pretty much it","they help the have nots that s pretty much it that s the way i look at both sides","","they try to keep taxes to a minimum that s pretty much it","they particularly don t care about the have nots that s pretty much it"
"for the woman s right to choose what to do with her body it s nice to help people but if you don t have money you can t help everybody i don t want to promote laziness i mean i have a cousing whose on unemployement and she s not looking for a job that s it","i don t think he did a great job the las four years i think some of his views don t encourage people in my opinion to achieve the american dream to work hard and make it on your own i don t think he encourages that yes","fiscal reasons that was the main reason","i don t believe everything republicans believe in i believe in a woman s right to choose and i want to protect the environment and i don t think that anybody is completely right or left wing i believe that we cannot spend our money the way we are doing and that s the way i chose mitt romney that s it","i think that my democratic friends they have great ideals socially that s it","they need people to be weak and they need people to be needy in order to be successful they ecourage people to be depedent that s it","thy allow people to make more decisions for themselves that s what i like the most about them that they allow people to choose their own path or journey yes","i wish they were a little more socially warm that s it"
"i think hes handled some situations pretty good ie dealing bin laden lookds like he actually does care for middle class citizens the economy has prohibited him from being the best president when he took office the economy was in shambles","","hes a businessman","i dont like his attitude the way he presents himself rude in the 2nd debate he was supposed to answer question about g bush seems like a liar again all politicions seem to lie","it feels like they care about everybody and not just upper class","what hey are trying to do with some of the gun laws","i do like some of their conservative approaches protecting what s yours","i dont like they are 100 percent conservative"
"he s a minority he s from the middle class didnt have a silverspoon in his mouth and i really like that he understands the common people better than romney","just as evryone else people throwing mud he put other people he is friends with in office but i understand whoever helped you get elected you help back","of the two worse i am gonna pick the lesser of two evils can t think of any one point he was more confident about himself","he s a republican","they are more for the common people","they are more govt more control more rules they want to control this country like russia they want more welfare and give more to the poor people but the system is grossly abused","they are more pro business they are less government",""
"","everything i dont think hr i a great lerader dont think he has done us right he has painted a poor picture of america in the public eye obamacare","i feel that we need a change hope he gets rid of obamacare gets things going on the right track","","","","",""
"","the fact that he hasnt done anything in the past 4 years lies about unemployment rate lies about money he spent lies that he is a christian","i believe he could do a better job with his experience he has the country s best interst in mind he will get more work done","","","they are for more govt they want more policies and laws they like to twistt thruth","fair and balanced towards taxes they are for less govt so citizens can make their own mind and what they do with their money less restrictions based on laws",""
"i don t want a whole a chage from him there s nothing in particular rather don t want things to stop","that he changed his mind on the gay and all stuff","what he says about his belief system like hes gat a christian background","","think they are more for the misddle class","","",""
"","he was mean agaiist rmney in debate","","","","","",""
"he s doing everythng in his power to do what s right for the american people no","","","i think he s a chameleon and just says what he thinks the people want to hear depending on who he s talking to i think he s a bully","they care about all people no","","","they re more for the upper class and they care more about the rich people"
"freedome of choice on abortion schools with help with grants everything i just love him he s sweet","","","everything he has planned is scary women s rights i don t know","","","","mitt romney no"
"he s honest and authentic i just think he means what he says","","","i think he ll change sides very easily he s not being very honest","","i don t like the fact that they hang out with the tea party or associated with them","",""
"if he gets the jobs bill passed from the republicans ae the economy wm hopefully he can straighten it out ae no","","","his strategy for the economy and the national debt wm i think his strategy is hogwash and i think obama has a better plan than romney does ae no","i think they have a better plan to junp start the econmy and to get thwe democrat jobs vbill started ae no","","","i think they are holding up a lot of things ae no"
"","he is not pro life he is too liberal very much a carrer politician ae no","he s pro life and fiscally conservative ae no","he s a career politician ae no","stance on environmental issues ae no","sociall and economically liberal ae no","it is conservative and pro life ae no","been too moderate especially on socially conseervative issues ae no"
"r usually will let them finish their term if they haven t botched it too bad i think obama deserves a 2nd term i haven t discounted romney completely","","","r i just don t trust him i guess i don t have alot of confidence in him his plans seem incomplete he still has a chance of winning me over though","","r they seem to make decisions based on whether the republican are for or against it they seemmake decisions on how that decision will make the other party look","","r the exact same thing i put down for the democrats our gov t just seems too divided"
"","","","","","","",""
"","that he is barack obama i just don t like what he stands for i don t trust him and i don t feel comfortable with him as president that s all n no","he s running against barack obama he is the lesser of two evils hoping he can turn the country around no","","","","i think that it is for the people for people to pick themselves up less government involvement no",""
"","","","","","","",""
"he is for the poor like me health care no","","","his position on healthcare no i don t pay very much attention to political issues no","","","",""
"he s doning a good job considering what the situaiton was when he was ellected no","","","we wer taght dems for middle class and reps for the rich i have rvoted for reps uin past no","just feel they are for the middle class no","","",""
"everything he s a good guy he s not crooked he s not sneaky he reminds me of john f kennedy bush used 911 to go to war i like barak obama and hope to meet him some day he s a family man he s a very sincere individual he ll be there for many people he s trying to reverse the things bush did he s trying to get the country in gear i blame the gas issue on other items such as hurricains in the gulf no","","","he wants to do away with all the help that people who don t have as much he wants to do away with the republicans are for the white collar and the democarats are for the blue collar and i m blue collar he wants to take away social security no","they are for the blue collar worker as well as all the people they try to help the country they try to raise the minimum wage as in the case of my wife who works at redacted type of service industry business they are true and honest they don t like to go to war they want to keep the peace no","","","theyhave never been out ther for the poor man only the rich man and the major companies republicanshave never been there for the poor man healthcare i recently got helathcare because of barak obama and republicans want to getrid of it no"
"he has a lot of good qualities he seems to be i my opinion out to try to help americans at least from my standpoint his initiatives has assisted me in a number of financial ways ae no","","his initiatives to take care of rebuilding the military strengthening the country and creating new jobs as long as he follows thru with his promises ae in the hopes that he follows thru with his promises ae no","","they are for social reform and their systems are for the public ae no","that they aren t mor interested in the military","they are proactive with military affairs and are interested more in military job creation","they are not more in line towards social benefits for americans"
"he kept his word and so far we have seen a change in what he is do and driving to do so thats why he have my vote no","","","he always talk about what changes he have to make the us better but he never states what is it he is going to do toward the americans to make it happen no","","","",""
"keeping medicare alive i know with the republican they want to put a higher copay on medicare and some people cant afford that for what they have coming in no","","","he is republican and i am not reublican no","they are working in poor folks favor no","","","they are not democratics they are not for low income pwople"
"i agree with some of his political views seeing that he has done some great things as far making jobs and his health plan no","looking at the deficit has increased i am just kind of not sure if his plan is working no","","i just dont like his political views he really hasnt explained his plan as far as turning the country around no","the democratic party has helped the minority they have always been on the side of the minority no","","",""
"","i dont like all teh spending i dont agree with his pol views i dont like oc i dont trust him he scares me i dont think his rel views and mine are on teh same level no","i trust him i believe he has our interest at heart proven himself as gov fine family man","","","i dont like tha twe have so many social programs i dont like that we encourage people to not work i dont like all the spending","more family values i like that they look out more for the middle class i think they do more to encourage growth of the economy no","i think all of them spend too much lobbyist thing too much pork spending"
"","he is a liar he has not fullfilled any of his promises even sthough he say he ahs he spends foreign destroy ing the hc system","integrity character faith desire to improve ethe midd class jobs no","","","thyea re too livberal they borrow th spend which is a waste of budget is out of control adn theya re highly prejudice","i think they are sincere theya re reallly trying to help the am people much more cons that lib","some time sthey dont try hard aenough well seee that is where my personality come sin they should be firm on foreign policy hc and economy"
"","i think that he is more interested in his own career he is arrogant what reall y irritates me is that these people were elected by the am people in 2006 and they dumped that to go campaigning no","he is sincere as a rep i really dont believe in a lot of gov control gov interference in our lives no","","","","there hands off policy no","at times they are too stubborn there has to be some bi part relationship compromises are enc in marraiges and poltics"
"obama is helping education and not getting rid of important programs that help people survive anything else no","","","romney is against giving any money for education and wants get rid of all programs to help the poor people of america anything else no","the democrates are for the middle classpeople and try to keep things honest without putting money into the issue anything else no","","",""
"","when he is talking he doesn t look right at the camera and he says he is doing all this stuff to help us but he is really not doing it when he took off the american flag third world country","everything that he is saying that he is going to do for us","","","","",""
"","i just do not like the state of the econcomy i think the past four years show he is not a good leaader for our country dont agree with his stand on our military needs to stay strong i don t think we can handle anotuher for years with him in office","that he is republican seems like he is a good god fearing christian man","","","don t like their stance on foreging policy the war the way they treat our troops the health care plan is not working disability and medicare bad unemployment is horrible can t find a job no money house is not worth anything we have a long way to go before rwe recover if we ever recover","just about everything",""
"i like that he wants equality that is positive","i don t like the way he goes about it i think he wants to take too much from the people who are working and give to those who aren t i know he is trying to be fair but when you are one of the ones working it does not seem fair","he is not barack obama i like it that he has a strong focus on education","","i like that they support gay rights and equality and i guess thats all","i guess kind of the same things just giving too many freebies out and too much assistance instead of people helping themselves they don t have the motiviation to help themselves","i like that they aremore conservative i like that they don t agree with abortion and overall they are not into handouts","sometimes they can be too conservative sometimes i feel that they are not compasionate enough to those less fortunate and they don t support gay rights and i don t agree"
"moving the country forward more jobs better economy health care equal pay for women ending the war wars period no","","","undecided undecisive unknowledgeable untrustworthy for instance saying things behind closed doors poor politics no","they re for the middle class they re trying to help the middle class move forward no","","","they re for the rich the rich get richer they don t want to increase taxes on the wealthy they don t want to communicate with the democrats no"
"it seems like he s for the middle class people low class up to the middle class it seems like he has done a lot helped a lot of problems that the president before him missed a lot of people think he hasn t done everything he should but he can t fix problems in 4 years that were messed up in 8 he s got 2 little girls they seem to be special i like the way he looks the way he speaks everything about him i like from a distance since i never met him no","","","he seems to be up for the rich people and he s complaining about waht barack obama hasn t done but like i said at the beginning he can t fix in 4 years what s been messed up in 8 maybe before that no","the democratic party is more for the middle people the poor people and the middle class no","","","they don t think like the democratic party well when they are doing talking on the news they re against obama and what he stands for i see on the news all the time i don t like them they re always against obama and what he s doing but they can t realize that he can t fix what s been going on for 8 years that s what everybody is doing talking about what he hasn t been doing no"
"for one thing the health care president barack obama wants to make sure everybody has health care without it being expensive that he s trying to change things for the better ahd he stepped into he inherited a lot of problems also he seems that every time he wants to make things better they fight against him his honesty i just like the man for himself he s appears to me to be a real person what i mean is a people person no","","","he s not truthful the one thing is that he passed a bill for health care when he was the governor for massachusetts and now he wants to turn against the one that president barack obama is working on the hiding of money overseas in overseas banks he did make a comment for the 475 and he should be the president for all the people he seems to be campaigning against what president barack obama is doing and not explaining what he wants to do to turn things around no","the party appears to care about people regardless what political party they are they care for people regardless if you re republican or democrat they believe in a healthy nation they want health care costs reduced and make sure people have health care they want to get the economy moving and open up jobs education for everyone no","","","it seems that they re for big business they appear not to care for the working class individual they don t care don t seem to put much effort inot health care the group seems not to be people friendly unless of course you re republican some of the things i ve heard them say about women especially the rape victims i don t care for no"
"change no","","","","","","",""
"i believe that he is honest and that he has the best interests for the country at heart and honesty is one of the things i like about him his philosophy for this election and for the last election i m in agreement with how to move the country out of the recession that we re in i feel striongly that he is the best candidate the vision the majority of the americans have about working together that is the best vision that he has i don t think he s just looking at one part of the country he wants to do what s best for the whole country no","","","i don t think that he s an honest person he says that he was a pastor he says things that aren t true and i know that are not true his philosophy for moving the country forward is not in my best interest and for my family s best interest and there s a trust issue for me it doesn t have to do with being a republican or democrat i don t agree with his philosophy about how to move the country forward no","basically it my view the views of the democratic party are mainly the views i hold in my thinking and when i vote for what it s in my best interests for myself and my family and i believe that party holds my best interests at heart health care how the party the majority has agreed with the health care mandate how the party talks about the middle class how to uplift the middle class no","","","i think the majoirity what they say their platform is for this country i don t agree with as a whole how they their philosophy how to manage the health care system the majority are so elated and happy that the presiden ts health care mandate was overturned i don t think that s having the middle class interests or poor people s interests at heart how they feel how they get the economy going again rich people paying more i m not saying they all feel like that their platform how the economy should grow people who can pay more should not pay more i don t agree with that no"
"that hes trying his besrt to reach the peiples needs and i like whqat he done for the military and the safety iof the country by getting that guy whatshisname asnd i like what he doin for the financial upgrade for eveybody you knowe its coming around","if he say what he gonna do and mnot don it","yeah if he stiop making up stories thats it","he wouldnt be a good president he go back on his words just in general","theyre for poor people and theyre trying to fget bills passed thatll help poor opeople like for schiools bills to get more 4 for scjools social securuty more jobs thats it","","",""
"hes consistent hes relatable he stands for what i bekieve no","","","i dont like his bacj and forth positions hes not consistent and hes not relatable thats it","i like their suppoert for abortions healthcare dupport for women ingeneral support for education thats it","i feel theu need to be a little more aggressive for what they stand for tyhats it","",""
"","","","","","","",""
"his policies equal pay for the women he cares more about the middle glass and i like that he cares about the environment and his green policy also his student education policy tjhats it","","","i just done feel like he has a plan he cant explain his policy the exact details whatever he thinks appeals to the public he says it but he cant explain loopholes homeownwers exemption is he gonna cut that i dont know whar hes gonna cut so i cant trust him obama has it on hus website the 47 percent remark is more true to what he believes and also her doesnt like governent workers and i happen to be a gov workwer i think that he would cut everything that pertain to the middle class","i think they care more about thre american people in general no","sometimes they can be bit too enabling they give away too much free stuff sometimes thry dont always stick to th e op plan","i like that they care about family so they say no the rwest of theit policies i dont particularly care for they cater more to the rich thasn they do thre middle class or the poor","they cayer to the rich they prejudge people their religions they seems like they when it comes to women theyre stuck back in thr 50s or 60s a lot of people like to use code words to incite people like newt gingrich calling the pres the food stamp president"
"i agree with some of his views healthcare no","military policy no","","his religious faith is not faith based no","","","",""
"","","","because he seeems like a jerk","","","",""
"","he is the wrong man for the job","values","religious beliefs","","i believe they are 2 focus on setting up a welfare state","they tend to go along with the values i have not always","the system is too close for looking for solutions"
"i think he has done a good job as president as far as he has been elected to what he can do","","","i don t like all of his back tracking and i do not think he is a man of his word","i do like the democrats tax ideas","","","i don t like their tax idea at all"
"he ia for stricter gun laws gay rights no","pro choice he is for pro choice he for military budget cuts obamacare no","privatization of health carw pro life no","gay rights no","pro gay rigths stricter gun laws no","pro chouce no","pro life military budget spending increasing the budget no","strictness on gay marriage no"
"","","his business sense in general no","","","","",""
"","he has socialist ideas","he s a businessman","","","they re too liberal i feel people need to work for their money and they give too much away now no one is going to want to come here anymore like immigrants did in the past to work also nancy pelosi","i like that they seem to want us to be able to keep some of our money it seems like the parties have done a flip flop from the 60s in their positions",""
"","first of all while we have a war going on and the economy is in the tubes and he s worried about health care which they rushed through congress he s worried about making a name for himself rather than doing the right thing for the country also he is anti gun and he wants to take away our guns and freedoms and have sole control of every6thing consitution gave us the right to bear arms hetries to take credit for everything the military does","i think he s a better choice to get the economy going in the right direction and that he ll take away less of our freedoms than the other candidate he seems like more of a straight shooter and honest guy he did well in both debates","","","it seemsw like they will sell themselves for a vote they will welcome illegal immigrants in for a vote and we ll give you free education at the expense of the middle class who has to pay for them to be here in the first place obama and tghe democraticparty gave rights to people in afghanistan who were war criminals trying to take our rights they put other people ahead of us","they stand for the american dream where if you go out and work hard to accomplish things you write your own future and make your own destiny",""
"he is a great speech writer is good at mobilizing people and is just a likeable person and has some presidential experience","he has missed the boat on a lot of policies healthcare he had a chance to make a statement and do it right but jammed it down everyone s throat he s playing politics with this whole libya thing held of on releasing e mails economically we are not onthe right track our money is worth nothing i question the unemployment figures","i agree with a lot of his policies healthcare the economy doing a better job with foreign policy obamacare is too wieldy it won t do what everyone wants it to do it won t cover everyone it s raised taxes on businesses i believe in trickle down economics our dollar is so weak we re getting beat up","he s been caught in a few non truths he has flip flopped on a few issues like healthcare but can t remember specifically i m just not sure how strong a leader he is","i like that they perceive themselves as the party of the people they say they are for the working man i admire those of them that are and work to help with laws the working man","their economic approach their healthcare approach their approach to the job situation i think that they are hypocrites especially in the upper echelons of the party you do have this on both sides same with being the president they are beholden it s a choice between the lesser of two evils","i like their policies economically the models they have subscribed to in the past getting rid of obamacare strong on foreign policy in the past sometimes too quick to act","their public view as to how they are perceived as racists not doing enough to change people s perceptions of them perceived as wanting to take entitlements away and cut everything"
"good job economy social platform is great","","","social issues","social platform","","","gay marriage religion no sympathy toward poor eay to go to war"
"","don t think he is qualified not even a citizen don t think he is religious","he is a christian he got alot more experience in business","can t relate to","","","",""
"","n0","","","less religioius right no","too much religious right","economic policy no",""
"","","","i didn t like him as the governor of ma he wasn t a very good governor you didn t like the way he operated nothing in particular just didn t like him no","","","","i don t like the way they want to make people to pay taxes how they don t tax the rich they tax middle to lower income people more no"
"","he doesn t keep any of his promises his reports on job reports are not accurate it is not 7 percent it s ridiculous and it s not geting better that s all no","he s a business man i m sure that he would be better with economics than our current president obama is too left for me that s all no","","","forcing people to buy health insurance democrats want bigger gov t they want to spend money we don t have that s all no","they are more conservative they are not out to spend every single dollar that we have self reliance that s all no","unwilling to cooperate with democrats over any bill that s all no"
"he is wourking for we the people he is not working for the corporations but for all the amrerican people poor middle class rich what he can do to make this country go","","","ge is corporate minded its a good thing to get business he is out of touch w the common person and is avioding to show his tax records and some of theithings he has done is shady and do you want a that kind of guy in office","i think it is working hrder for the americaqn peopke this time around the health care lasws and creating jobs groth","","","there are not working for the people but they are working for the party they block the president as much as they can they almost shut the government down i think they put up every block they can on the the president s changes"
"","bringing down the credibility of this nation enemies has been embraces and cuddles while some allies been disrespected like england and israel no","he can fix the economy put people back to work nation will be stronger a true leader in office i respect the office of the president i dont have much respect for obama no","","some of the thing they want to help people unfortunaly if they get people to much help too much on entlitlement","passing obama care the way they did it cutting back on national defense the way their leaders plays the race card no","strong national defense robust economy personal responsability no","no back bone of the leadership of the house mr bohner and mc connel the house mayority leader and the speaker of the house no"
"","like that he killed bin laden two years we went without a raise in social security this year is first time we got anything extra it s not enough","i think he ll help the economy","","","that s why we re in trouble in the united states they expect the republicans to get them out of trouble","they know what they re doing they re trying to get us out of debt",""
"he helps the community","he hasn t accomplished a lot of things he said in the last 4 years","","the fact that he s a republican i ve always voted for democrats","plans to help the health system like plans to help immigrants become permanent residents","they haven t gone through with their promises","",""
"","","","","","","",""
"i like his charma good family man religious a good guy all around down to earth","the whole scandal with the guns going to mexico invocked privilges to get involved hasnt been resolved he seems to be trying to hide something","he stands on firearms laws ad stuff like that he is prosecond amendment rights","","they relate more to me and my family the people i live with people i am surrounded by family abd friends they relate more to the nation","","","they put themselves up there like they want to help middle class but instead they help the upper class of society they are hypecrites"
"i like him as president and voted for him before","just try something else","a chance for another change","","they are up for alot of changes","","",""
"he has taken on alot and brought back from the war","","","he will get richer and richer","","","",""
"ijust like him as the president he will do better than the opposition no","","","i just don t like his policy nothing specific","policy foreign policy immigration nothing else","","",""
"","","","","i just like whatever they are doing i like how they are running the party no","","i like how they are running the party i don t know what to tell you on that",""
"i agree with his policies i think he is the best candidate he talks about women s policies and foreign and domestic policies i agree with him to get a second term none","","","he does not give a clear picture of what he will do for the country and i don t agree with his policies i just don t agree with what he stands for none","i think that the democratic party likes to work together toward a common goal none","","","i don t like the way they do business they don t work together with the democrats on some of the policies none"
"","he has not done what he said and the country is in national debt and clinton could not keep his zipper u","i think she is a christian and i hope he can do something with the budget","i am a litle scared of people who are too wealthy and he is","they seem to be more concerned fot the everyday man","ther are lots of things abou them they are to free with the money given out to people who do not work","they feel that the individual is nore responsible for himself and not so depending on the government","there are too many rich people in there"
"","the way he s hanled the economy and also foreign affairs no","the fact that he is more experienced busines wise","the way he flip flops on issues all of them do it","","believe in a bigger government","they tend to be more onservative on issues like the economy and are able to genertate more jobs","more prone to starting conflicts wars war mongers"
"some of the social issues such as gay rights women s rights no","against obamacare no","his business background moral background reform in healthcare getting rid of obamacare no","social issues against gay marriage wants to take away women s rights no","more liberal viewpoint about the social issues no","healthcare economic plan no","i would agree with their economic plan no","maybe being a bit too conserative on the social issues no"
"su sinceridad que todo lo que habla es para probecho de la gente mas trabajo y que si esta ayudando a la gente que lo necesita servicios medicas","","","que es un hipocrita","","","",""
"i think with all he has on his shoulders its very hard for him to put together what the other leaders had created he hasnt had a chance to put together his own ideas and agenda i dont see how any president can get everything together that has been destroyed in the last 40 50 years it has been going down hill there is alot going on overseas and different states","","","i am not a racist or anything but being a morman makes me cautious because i have heard that they can have more than one wife and i dont agree with that something about him to me doesnt seem like he has the older the adults in mind as much as he should","they seem to bond a little better on different issues not just for their own self but for the nation","","",""
"lbgt lesbian bisexual gay and transgender support is outloud and i have a lot of family friends that are in that group he supports disability and social security benefits","","","cut back on welfare will be devasting for some of my friends womens rights issues","fairness for everyone rich poor whatever","","","the taxes and tariffs raising taxes on the working man and give tax cuts to the rich"
"because he is african american he stand by his word","","","he is a liar dont trust him","they do what needs to be done","","",""
"","","","didn t like comment about people wanting to be taken care of","seem to know more of what is going on with the average person","","","seem to want to ship our jobs away"
"","seems like wants to make us a socialist coutry more like europe","believes in god also believes in our country","","","had to vote thrre times to put god back on the platform and even then werent sure","",""
"he is intelligent he has done a fair job in an extremely harsh economic and political climate i like his human element he brought our banks back from the brink he s bringing our soldiers home i like his social policies such as the mortgage crisis helping distressed homeowners keeping religion out of politics seems like he genuinely cares about people","the economy","general republican fiscal policies smaller government and capitalism and free enterprise","pandering to the christian right his ever changing views on abortion he seems very out of touch with the average american he can t strike a balance between economics and the human condition","social awareness environmental pursuits","reliance on debt to provide basic services","smaller government fiscal responsibility","pandering to the christian right positions the party takes on social issues that are inconsistent with the driving force of that party which is capitalism and fiscal responsibility the position they take on morality issues does not belong in governmentdiscourse and responsibilities"
